system:index,address_land,address_road,agency_code,agency_name,amusement_facility,area,buffer_100_lst,buffer_200_lst,buffer_300_lst,buffer_500_lst,buffer_50_lst,convenience_facility,cultural_facility,data_date,designated_date,id,management_agency,other_facility,park_lst,park_name,park_ndvi,park_type,sports_facility,tel,.geo
00000000000000000028,,전라남도 순천시 낙안면 삼일로 71,4820000,전라남도 순천시,,6700.0,44.66890376389243,42.74899292304988,41.32965692406532,40.59698758746778,45.58365073012659,주차장,,2024-11-19,1985-04-12,46150-00020,전라남도 순천시청,,45.930675199999996,동내공원,0.16664125628906845,근린공원,,061-749-8831,"{""type"":""Point"",""coordinates"":[127.34385511350756,34.90457666167516]}"
0000000000000000003f,전라남도 순천시 연향동1352,,4820000,전라남도 순천시,조합놀이대+그네+시소,10985.0,46.49032500843215,47.087836171868624,47.44536454193094,47.671606067914794,46.44761735831166,화장실,,2024-11-19,1990-09-27,46150-00045,전라남도 순천시청,,46.54933682000001,동성공원,0.25547286258849156,근린공원,족구장+농구장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.51725171707186,34.94891350344956]}"
00000000000000000060,전라남도 순천시 해룡면 상삼리619+ 조례동1622,,4820000,전라남도 순천시,조합놀이대,13845.0,44.03538883532665,45.03576287054888,45.6533767944554,45.39453654271056,43.467984793680735,화장실,,2024-11-19,1993-04-27,46150-00064,전라남도 순천시청,,43.438938620000044,상삼1공원,0.3919876422982639,근린공원,게이트볼장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.53173933639451,34.95055891173829]}"
0000000000000000005f,전라남도 순천시 연향동 1441,전라남도 순천시 신흥중1길28,4820000,전라남도 순천시,,21134.0,47.4236945730617,47.44630781358834,47.549143821489295,47.56983628629619,47.40445680947213,화장실,,2024-11-19,1995-08-29,46150-00065,전라남도 순천시청,,47.26028498000005,금당공원,0.2550365617072079,근린공원,족구장+농구장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52555456323337,34.95060350274882]}"
0000000000000000005d,전라남도 순천시 조례동1822,,4820000,전라남도 순천시,조합놀이대,12875.0,43.84088867932287,44.262803744877495,43.881377084794714,42.41109788100542,43.472225560498174,주차장+화장실,,2024-11-19,1995-08-29,46150-00067,전라남도 순천시청,,43.25094752000001,왕지공원,0.3385117062983182,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.53415616916546,34.95514732672228]}"
00000000000000000057,전라남도 순천시 연향동1632,,4820000,전라남도 순천시,,41725.0,40.04360459063655,40.66319157492043,41.37031426676096,41.63382014917618,40.48656505607291,,,2024-11-19,2001-11-30,46150-00074,전라남도 순천시청,,39.82950950000003,호반4공원,0.42694483734087696,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52951870406989,34.9386129800161]}"
00000000000000000056,전라남도 순천시 연향동1694+ 1301,,4820000,전라남도 순천시,,11317.0,41.19140029732044,41.80858744715272,42.83164689655694,44.386195933390105,41.0979864618433,화장실,,2024-11-19,2001-11-30,46150-00075,전라남도 순천시청,,41.05316066,연향3근린공원,0.35603182567557884,근린공원,농구장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.51046942436956,34.9379530330602]}"
0000000000000000004f,,전라남도 순천시 해룡면 정채봉길 171,4820000,전라남도 순천시,,23855.0,33.63681003253282,33.99472481157295,33.99977356325134,34.742239794479275,33.33999089379621,,,2024-11-19,2004-11-13,46150-00082,전라남도 순천시청,,33.58478696000003,19공원,0.2767579779723242,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.55932779461216,34.91382929636106]}"
00000000000000000082,전라남도 순천시 왕지동895,,4820000,전라남도 순천시,그네,11686.0,40.74779402224268,40.59598361388666,40.91062950495863,40.8321863540949,40.77412396532091,화장실,,2024-11-19,2004-11-13,46150-00083,전라남도 순천시청,,41.08050481999999,왕운공원,0.31299846089268224,근린공원,농구장,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52448437898052,34.97460238461847]}"
00000000000000000078,전라남도 순천시 해룡면 신대리2090,,4820000,전라남도 순천시,조합놀이대+그네,13739.0,43.3735990398716,44.449031648765164,44.585753358957966,43.801001968631574,42.810357118163594,화장실,,2024-11-19,2006-11-03,46150-00093,전라남도 순천시청,,42.92623562000006,21공원,0.2546066442304488,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.55182312753921,34.93149625473481]}"
00000000000000000076,전라남도 순천시 해룡면 신대리2161,,4820000,전라남도 순천시,,195519.0,34.3322011069528,35.25507617721684,37.35900770845147,39.81309050878977,34.22730595208645,화장실,유아숲체험원,2024-11-19,2006-11-03,46150-00095,전라남도 순천시청,,34.32649730000003,23공원,0.4023021582733813,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.54919225791768,34.92527580876525]}"
0000000000000000006f,전라남도 순천시 금곡동 314-2,,4820000,전라남도 순천시,,23320.0,38.703058701105256,40.0008037558936,40.31789825207651,40.115904767860044,38.18955341130436,주차장,,2024-11-19,2009-03-27,46150-00102,전라남도 순천시청,,37.741099280000014,매산공원,0.4118832477410128,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.47685226152763,34.95615954266142]}"
00000000000000000096,전라남도 순천시 해룡면 선월리 122-8(해룡산단 배수지부근),,4820000,전라남도 순천시,,59554.0,33.31904505046999,34.797509234221536,35.648741688733026,35.558198257249245,32.44346201609378,,,2024-11-19,2009-06-12,46150-00123,전라남도 순천시청,,30.843534920000025,30공원,0.4090100578894602,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.56977100927932,34.904951226163654]}"
00000000000000000094,전라남도 순천시 풍덕동 1137(오천택지),,4820000,전라남도 순천시,,22098.0,46.82393875872664,46.8861054077002,46.041946708723536,46.14757611940184,46.86991781687153,,,2024-11-19,2011-09-30,46150-00126,전라남도 순천시청,,47.28079309999998,27공원,0.16769167691676917,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49830053759472,34.93797532856547]}"
00000000000000000093,전라남도 순천시 풍덕동 1105-7,,4820000,전라남도 순천시,,12934.0,46.6393841101312,46.956254457460446,47.66921872872789,48.09611129893925,46.46286994561223,,,2024-11-19,2011-09-30,46150-00127,전라남도 순천시청,,46.173354620000055,28공원,0.149323555443166,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49404655518971,34.93728862700324]}"
0000000000000000008f,전라남도 순천시 해룡면 선월리 산39-3번지 일원,,4820000,전라남도 순천시,,14258.0,35.049138334564255,34.762707791846864,34.401807470195145,33.9544905228463,34.867982016510105,,,2024-11-19,2012-12-21,46150-00132,전라남도 순천시청,,34.43245592000005,31공원,0.2131951586108694,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.55900673933631,34.90982948271611]}"
0000000000000000008e,전라남도 순천시 해룡면 신성리921+ 931,,4820000,전라남도 순천시,,15950.0,41.371386914787735,42.47693072631421,43.27242994004488,44.748536838395296,40.933297086708876,,,2024-11-19,2015-07-30,46150-00133,전라남도 순천시청,,40.69768657999998,32공원,0.27742451219069075,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.58441023803779,34.90044753409966]}"
0000000000000000008d,전라남도 순천시 해룡면 신성리911,,4820000,전라남도 순천시,,27850.0,43.28794022035189,42.126781150106765,41.57072406026842,41.33469339456298,43.91601944281251,,,2024-11-19,2015-07-30,46150-00134,전라남도 순천시청,,43.72947032000002,33공원,0.3205282991255991,근린공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.58279604345644,34.91818583809027]}"
00000000000000000027,전라남도 순천시 행동65-7,전라남도 순천시 금곡길20,4820000,전라남도 순천시,,2000.0,45.833376920988194,47.100353079003575,47.87469092280249,47.401463451670416,45.248300666895545,주차장+화장실,청소년수련관,2024-11-19,1987-02-19,46150-00025,전라남도 순천시청,,44.56346719999999,행동공원,0.24054421768707482,소공원,,061-749-3804,"{""type"":""Point"",""coordinates"":[127.48255991087603,34.955067062903325]}"
00000000000000000095,전라남도 순천시 해룡면 호두리1144-2,,4820000,전라남도 순천시,,2625.0,22.46203434297934,23.91171137063886,26.478177407225882,30.072332675124894,22.346002025033577,,,2024-11-19,2010-11-05,46150-00125,전라남도 순천시청,,22.26430472000004,소공원26,0.03972320180983432,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.56515138058796,34.90095587161976]}"
0000000000000000008b,전라남도 순천시 매곡동456-7,,4820000,전라남도 순천시,,685.0,49.5057157817253,49.15483885999028,48.45007004378899,46.655740943140536,49.72700653830296,,,2024-11-19,2006-11-27,46150-00136,전라남도 순천시청,,49.912668499999995,소공원1,0.22162632265545731,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48602463239456,34.96302209918267]}"
0000000000000000008a,전라남도 순천시 매곡동8-2,,4820000,전라남도 순천시,,169.0,48.71821486172839,46.840176438991506,46.13356249708668,45.14999227719756,49.696989015680735,,,2024-11-19,2006-11-27,46150-00137,전라남도 순천시청,,50.04255325999998,소공원2,0.12699425654116145,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48825864202236,34.96342341827748]}"
00000000000000000089,전라남도 순천시 석현동463,전라남도 순천시 석현안길18-5,4820000,전라남도 순천시,,433.0,41.991083411224416,40.74056910865804,39.9921757071315,39.2928167519029,42.55790327428573,,,2024-11-19,2006-11-27,46150-00138,전라남도 순천시청,,42.37935242000003,소공원3,0.17509011991466195,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.4768656388308,34.97148101388107]}"
00000000000000000088,,전라남도 순천시 환선로 166-4(석현동),4820000,전라남도 순천시,,266.0,49.23877982614285,48.171154916038816,46.886910178923316,45.94093613761082,49.586700818687085,,,2024-11-19,2006-11-27,46150-00139,전라남도 순천시청,,49.847726120000004,소공원4,0.14242471282210495,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48662215193572,34.970120988059755]}"
00000000000000000087,,전라남도 순천시 석현안길14-10,4820000,전라남도 순천시,,214.0,41.54566433209344,40.73942186777867,40.027887792920765,39.51611971894989,41.45079541202236,,,2024-11-19,2006-11-27,46150-00140,전라남도 순천시청,,41.04974263999998,소공원5,0.19915178090069366,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.47726249882456,34.97105739928098]}"
00000000000000000086,,전라남도 순천시 업동1길 15(용당동),4820000,전라남도 순천시,,1180.0,45.2144088832769,43.53856101230892,42.065310232645025,40.6871791233535,45.85679632078215,,,2024-11-19,2006-11-27,46150-00141,전라남도 순천시청,,46.40919800000006,소공원6,0.22611392692336788,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.4943363967582,34.971797610055845]}"
00000000000000000085,,전라남도 순천시 신용길 23(가곡동),4820000,전라남도 순천시,,111.0,47.35356885315415,47.28413929716746,46.93469195806925,45.72123044147932,47.18712334789299,,,2024-11-19,2006-11-27,46150-00142,전라남도 순천시청,,46.846704560000035,소공원7,0.2611964459153207,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48394223220261,34.97327357250454]}"
00000000000000000084,전라남도 순천시 조곡동420-9(둑실A),전라남도 순천시 둑실3길 2(조곡동),4820000,전라남도 순천시,,591.0,46.347661871273054,44.26419505056774,42.8529973702173,42.54747158743974,46.964968816087946,,,2024-11-19,2006-11-27,46150-00143,전라남도 순천시청,,47.174834480000015,소공원8,0.1296439157091234,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49310568486743,34.956048065135086]}"
00000000000000000083,전라남도 순천시 조곡동 424-4,,4820000,전라남도 순천시,,174.0,45.48790474295416,44.44982014174816,43.026783787696836,42.302432545426484,45.97939824003733,,,2024-11-19,2006-11-27,46150-00144,전라남도 순천시청,,46.08106808000002,소공원9,0.22966050800155438,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49303879835162,34.956980017255255]}"
00000000000000000006,전라남도 순천시 생목동15-5(생목),,4820000,전라남도 순천시,,262.0,47.9409758839263,47.102972920476724,45.93094575101321,44.74106110941128,48.06690587486035,,,2024-11-19,2006-11-27,46150-00145,전라남도 순천시청,,48.16606028000001,소공원10,0.18415856622114216,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.50990311853576,34.95222661553229]}"
00000000000000000005,전라남도 순천시 연향동 116-5(연향),,4820000,전라남도 순천시,,671.0,43.49471327758097,43.34390080452491,43.57442949376817,44.23651221364417,43.88152946880181,,,2024-11-19,2006-11-27,46150-00146,전라남도 순천시청,,44.36180402000002,소공원11,0.13943276706017851,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.52487677987322,34.93734213621587]}"
00000000000000000004,전라남도 순천시 인제동 123-7(인제),,4820000,전라남도 순천시,,797.0,48.36866172128456,48.17865711002769,47.102411346508184,45.84998326336225,47.98421651447763,,,2024-11-19,2006-11-27,46150-00147,전라남도 순천시청,,47.66361133999999,소공원12,0.2658103513411409,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48287650705083,34.94617561540275]}"
00000000000000000003,전라남도 순천시 남정동210(남정),,4820000,전라남도 순천시,,214.0,50.56819079571975,49.989474523338124,49.12808170096922,48.150311693783564,50.64772563613673,,,2024-11-19,2006-11-27,46150-00148,전라남도 순천시청,,50.41511744000002,소공원13,0.24259644911933925,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48651513351044,34.94292047163374]}"
00000000000000000002,전라남도 순천시 인제동 359-36(상인제),,4820000,전라남도 순천시,,1112.0,44.92971380013404,43.72456088995261,42.55430668352514,41.91151122654635,45.31421941000747,,,2024-11-19,2006-11-27,46150-00149,전라남도 순천시청,,45.21972704000001,소공원14,0.3121268049071762,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.4812489351663,34.944195774535025]}"
00000000000000000001,전라남도 순천시 저전동 260-6(갈마골),,4820000,전라남도 순천시,,851.0,47.80359716654943,47.611656768340396,46.83392384406075,45.68104047377391,47.16777861938292,,,2024-11-19,2006-11-27,46150-00150,전라남도 순천시청,,46.95949922,소공원15,0.29815419617628713,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48264463379606,34.94632276573752]}"
00000000000000000000,전라남도 순천시 저전동128-2,,4820000,전라남도 순천시,,236.0,48.98833314463287,48.706000997020766,48.885018517065035,47.697203628353705,49.211117667240266,,,2024-11-19,2005-12-05,46150-00151,전라남도 순천시청,,49.52643224000002,소공원17,0.12419630503784487,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48096801179996,34.95168706430482]}"
00000000000000000021,전라남도 순천시 저전동148-2,,4820000,전라남도 순천시,,58.0,49.49485156679319,48.93738108451086,48.903557549806486,48.71093060022501,49.75138689409397,,,2024-11-19,2005-12-05,46150-00152,전라남도 순천시청,,49.680243140000016,소공원18,0.1381316754344014,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48249748346129,34.952168647218585]}"
00000000000000000020,전라남도 순천시 조곡동263-34,,4820000,전라남도 순천시,,586.0,47.201365492278505,45.97651981153084,44.3419119602569,44.544187406699855,47.204297531920965,,,2024-11-19,2005-12-05,46150-00153,전라남도 순천시청,,47.14749032000003,소공원19,0.21825210448354349,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.49599072324901,34.95146410925214]}"
0000000000000000001f,전라남도 순천시 금곡동13-5,,4820000,전라남도 순천시,,2848.0,44.60528784839197,44.10034261705631,43.777777391828074,42.16890837153931,44.93117626683273,,,2024-11-19,2011-12-30,46150-00154,전라남도 순천시청,,43.538061200000016,소공원20,0.32958533510511434,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.47868049295954,34.956164001762474]}"
0000000000000000001e,전라남도 순천시 석현동228-2,,4820000,전라남도 순천시,,9120.0,40.683880322842796,41.95817609099172,42.75925536685939,42.58858104743075,40.12887849706321,,,2024-11-19,2009-03-27,46150-00155,전라남도 순천시청,,40.147385360000044,소공원21,0.27662033103354516,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.47913978036803,34.971726264439]}"
0000000000000000001d,전라남도 순천시 행동 4-9번지 일원,,4820000,전라남도 순천시,,3290.0,42.54685480069045,44.97971947828512,46.10736800981462,45.946695841701256,41.157918457193915,,,2024-11-19,2009-03-27,46150-00156,전라남도 순천시청,,40.19181962000005,소공원22,0.14415017118570697,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48241276054127,34.956739225798366]}"
0000000000000000001c,전라남도 순천시 매곡동178-9,,4820000,전라남도 순천시,,870.0,40.42368278681932,40.08537363112106,40.22657066727167,41.05769290183419,40.45938629921789,,,2024-11-19,2009-03-27,46150-00157,전라남도 순천시청,,40.40715488000001,소공원23,0.30446745347911086,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48082532056624,34.96000774687055]}"
0000000000000000001a,전라남도 순천시 해룡면 상삼리 산19-11,,4820000,전라남도 순천시,,2693.0,44.905873689349725,44.00108818092674,43.05289535831845,42.783932805515136,44.84638429681856,,,2024-11-19,2010-11-05,46150-00159,전라남도 순천시청,,44.67284384000004,소공원25,0.35452703755649057,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.53481611612135,34.949404004565444]}"
00000000000000000019,전라남도 순천시 해룡면 선월리 403-3,,4820000,전라남도 순천시,,2145.0,34.024337074516666,33.80185719578632,34.24044662784512,34.982857369930535,34.20087901371601,,,2024-11-19,2012-12-21,46150-00160,전라남도 순천시청,,33.98127728000003,소공원27,0.33767954260214755,소공원,,061-749-6331,"{""type"":""Point"",""coordinates"":[127.55787412766873,34.9130489536767]}"
00000000000000000018,전라남도 순천시 해룡면 선월리 414-16,,4820000,전라남도 순천시,,274.0,33.623709125950704,33.50061749167486,33.691999270978236,34.50624106222238,33.57160480895857,,,2024-11-19,2012-12-21,46150-00161,전라남도 순천시청,,33.65656538000002,소공원28,0.26625167998868216,소공원,,061-749-6332,"{""type"":""Point"",""coordinates"":[127.5593054991069,34.91312475839461]}"
00000000000000000017,전라남도 순천시 해룡면 호두리1177-3,,4820000,전라남도 순천시,,1024.0,45.42981972322597,46.95551199393305,47.20999310532453,46.531004902510034,44.47301484412557,,,2024-11-19,2015-07-30,46150-00162,전라남도 순천시청,,43.555151300000034,소공원29,0.31691932037847187,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.58541799487587,34.89247912051716]}"
00000000000000000016,전라남도 순천시 해룡면 호두리1160-4,,4820000,전라남도 순천시,,2889.0,40.17135063399053,41.03493959925481,42.579033636133204,44.016548422929276,40.02596141201645,,,2024-11-19,2015-07-30,46150-00163,전라남도 순천시청,,39.525305720000006,소공원30,0.27206081998370896,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.58643466991606,34.8965458206779]}"
00000000000000000015,전라남도 순천시 해룡면 호두리1158-1,,4820000,전라남도 순천시,,3184.0,49.329239561630864,47.360356908395474,46.30472959613916,46.176800770647674,49.77799673244331,,,2024-11-19,2015-07-30,46150-00164,전라남도 순천시청,,49.73834948000001,소공원31,0.27969929997586124,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.58329546277443,34.89595721933885]}"
00000000000000000014,전라남도 순천시 해룡면 상삼리 산35-34,,4820000,전라남도 순천시,,1548.800048828125,44.857363170546215,44.05676854193154,43.93951816525083,44.137572518652576,45.63421342589593,,,2024-11-19,2013-05-03,46150-00165,전라남도 순천시청,,45.865732820000005,소공원32,0.16486152231758047,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.53402685523491,34.94341989095173]}"
00000000000000000013,전라남도 순천시 덕암동404-5,,4820000,전라남도 순천시,,986.0,51.31815940575261,50.50807101737053,49.69017235547073,49.06146584608045,51.83673125797469,,,2024-11-19,2014-05-29,46150-00166,전라남도 순천시청,,52.14463555999998,소공원33,0.2700826216760397,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.50819082373124,34.9488243214285]}"
00000000000000000012,전라남도 순천시 덕월동636-3,,4820000,전라남도 순천시,,523.0,45.86611450844224,44.25218935920287,43.52066441803186,42.77376857475235,47.15214418379856,,,2024-11-19,2014-05-29,46150-00167,전라남도 순천시청,,47.434604000000036,소공원34,0.2241463874740615,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48651959261149,34.927474145584604]}"
00000000000000000011,전라남도 순천시 연향동1281-1,,4820000,전라남도 순천시,,147.0,47.851301860351775,47.44058249532958,47.86116044731102,48.584062836009416,48.187206175798906,,,2024-11-19,2014-05-29,46150-00168,전라남도 순천시청,,48.75395972000001,소공원37,0.20325567502986858,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.51096884368754,34.948873371540095]}"
00000000000000000010,전라남도 순천시 덕월동 636-3,,4820000,전라남도 순천시,,523.0,45.88342918891064,44.27620404970157,43.54442906018982,42.78625369830922,47.16492553304774,,,2024-11-19,2014-05-30,46150-00169,전라남도 순천시청,,47.434604000000036,소공원36,0.2241463874740615,소공원,,061-749-6330,"{""type"":""Point"",""coordinates"":[127.48653296991463,34.92746522738249]}"
